client_id,full_name,city,email,age,gender,annual_income,credit_score,debt_ratio,loan_amount,owns_home,loan_purpose,employment,years_job
C03944,Adrienne Prévost,Bourdon,thierry61@example.com,25,M,77025.97,679.0,36.11,12269.05,Non,Business,CDI,0.3
C04667,Julien Muller,PintoVille,bernard30@example.net,25,M,,742.0,26.72,17657.42,Oui,Consommation,Sans Emploi,10.0
C02018,Matthieu Auger,Renaudnec,claudineherve@example.net,59,F,46485.09,716.0,60.78,14789.5,Non,Éducation,CDD,1.2
C01096,Margaud Brun,Merle,ptecher@example.net,65,F,34468.92,749.0,8.31,16929.82,Oui,Achat Maison,Sans Emploi,9.1
C00829,Martin Baron,PineauVille,alain91@example.com,19,M,,609.0,50.4,15723.28,Non,Éducation,Sans Emploi,5.7
C02805,Lucy Germain,Lesagedan,nle-goff@example.com,73,F,,697.0,41.33,2870.09,Oui,Éducation,Sans Emploi,2.4
C03829,Margaux Perrin Le Jacquet,Sainte Henriettedan,frossi@example.com,26,M,45444.64,782.0,46.26,21598.41,Non,Auto,Retraité,3.5
C04382,Victor-Pierre Marques,Masson-sur-Descamps,catherinebenoit@example.net,38,M,54933.79,732.0,18.58,12745.34,Non,Auto,Sans Emploi,12.7
C03891,William Renard-Besson,Perret-la-Forêt,emilie61@example.net,70,F,,751.0,41.9,24556.38,Oui,Auto,CDD,1.7
C00764,Patricia Collet-Brunet,Rousseau-les-Bains,hleroux@example.com,38,M,,736.0,30.15,7924.35,Non,Business,CDI,2.3
C02767,Dorothée Lebrun,De Sousa-sur-Mer,gerardtorres@example.com,74,F,50224.47,727.0,6.22,20079.61,Oui,Rénovation,Sans Emploi,3.0
C04329,François de Guillou,Leroy-sur-Noël,foucherlaurent@example.org,68,F,47544.17,734.0,7.41,11036.95,Non,Éducation,CDI,4.1
C03295,Josette Masse,Auger,charlotteleleu@example.com,63,F,23361.94,623.0,42.3,3615.74,Oui,Achat Maison,CDI,1.8
C02194,Édouard Petitjean du Chauveau,Sainte Josephnec,martinemorel@example.net,55,M,74917.71,724.0,17.84,20317.33,Non,Achat Maison,CDD,1.9
C02357,Guillaume du Lejeune,BaronBourg,philippede-sousa@example.com,30,F,,842.0,37.55,14315.56,Autre,Auto,Sans Emploi,3.8
C03425,Henri Leclercq-Regnier,Lemonnier,pleclerc@example.net,73,M,50941.02,663.0,28.24,22410.31,Oui,Rénovation,CDI,0.5
C03979,Élise Thomas,Pages-les-Bains,lucas35@example.org,26,M,78538.97,669.0,6.96,4393.51,Non,Rénovation,Freelance,5.2
C00911,Jérôme-Benjamin Navarro,Renaud,guyotsusanne@example.com,28,M,65371.5,625.0,11.36,6444.19,Oui,Business,Sans Emploi,5.3
C03145,Victoire Dias,Lévêque,laurent86@example.com,49,M,63261.65,643.0,55.56,15249.95,Oui,Achat Maison,Freelance,1.8
C00999,Gabriel Traore,Meyer,stephaneandre@example.org,47,F,40464.91,741.0,14.32,7254.14,Non,Consommation,Freelance,1.3
C03653,Josette de la Rocher,Sainte Christiane,charlotte32@example.org,47,M,43163.54,663.0,7.26,19850.95,Non,Rénovation,CDI,1.4
C02483,Augustin Letellier,Chauveau,yregnier@example.com,36,M,65473.57,641.0,1.66,19245.21,Autre,Achat Maison,CDD,10.4
C04076,Jérôme Torres,Clerc,bretonjacques@example.org,73,M,30050.07,703.0,27.72,657.97,Autre,Rénovation,CDD,5.3
C02370,Georges Léger,Saint Isaacnec,alfredlombard@example.com,20,M,24274.54,,37.66,11020.17,Oui,Éducation,CDI,3.3
C04839,Constance Pereira,Jacquet-sur-Mer,xroux@example.com,71,F,41206.1,589.0,5.99,20390.02,Oui,Rénovation,Freelance,1.6
C00033,Noémi Étienne,Lefebvre,mariede-sousa@example.net,49,M,64583.22,793.0,18.35,3489.5,Non,Consommation,CDI,1.7
C03789,Sylvie Delmas du Prévost,Rémyboeuf,bourgeoiseugene@example.com,36,F,38790.31,595.0,13.73,22130.38,Non,Éducation,CDD,6.9
C01020,Rémy de la Humbert,Guillon-sur-Navarro,juliegautier@example.net,21,M,53478.13,683.0,31.0,20994.34,Oui,Auto,CDD,7.4
C01647,Alain du Pelletier,Gilbert,colettesauvage@example.org,55,F,,784.0,21.71,248.66,Non,Consommation,Sans Emploi,1.4
C00733,Margot Gomez Le Meunier,Hamel,qmuller@example.org,62,M,74815.44,524.0,45.1,26470.33,Non,Auto,CDI,1.4
C04632,Emmanuelle de la Carpentier,Vasseurboeuf,omonnier@example.com,33,M,55045.28,662.0,29.95,18370.13,Oui,Auto,Freelance,3.7
C03274,Antoine Lévêque,MorinBourg,mdelmas@example.net,31,M,56093.77,763.0,40.14,20556.15,Oui,Rénovation,Retraité,9.7
C01620,Jean du Langlois,Sainte Michelle,reneehamel@example.org,33,F,,705.0,19.28,6235.65,Non,Auto,Sans Emploi,1.2
C03135,Lucy Marchal,Chrétien,william02@example.org,18,F,41476.74,645.0,25.32,10972.66,Non,Business,CDI,8.4
C02689,Suzanne du Étienne,Fabredan,etienne04@example.net,73,F,43779.57,659.0,39.77,16685.89,Oui,Rénovation,Freelance,10.2
C02707,Anouk Rodriguez,Gonzalez,rolandbigot@example.org,35,F,45219.18,850.0,15.55,23752.24,Autre,Business,CDI,1.0
C00297,Valérie Barre,Lopes-sur-Perez,clairele-goff@example.com,43,M,76239.38,757.0,12.87,1793.9,Oui,Rénovation,CDI,0.0
C02339,Inès Lebon de la Noël,Le Gall,le-rouxcamille@example.org,23,M,95534.33,850.0,41.33,31755.09,Non,Rénovation,CDI,0.4
C00653,Laure Hervé,Delaunaynec,francois86@example.net,63,M,40236.5,668.0,18.94,28444.65,Non,Business,Retraité,7.8
C03774,Georges Martins,Gaillard,vbruneau@example.net,42,M,,716.0,23.16,20671.93,Autre,Consommation,Sans Emploi,14.3
C01255,Margot Huet,Raymond,gmarchal@example.com,22,M,35829.2,712.0,19.05,23302.67,Non,Consommation,CDI,15.0
C04521,Brigitte Hardy,Hoareau-sur-Garcia,susanpereira@example.com,57,F,58055.52,615.0,43.46,10174.68,Oui,Business,CDI,0.9
C00230,Hugues de Bernier,BègueVille,tbouvier@example.org,44,M,83665.03,681.0,38.64,2943.17,Oui,Achat Maison,Freelance,2.3
C03276,Claire Courtois,Saint Astrid,lelievrethierry@example.net,22,F,38431.35,572.0,28.11,1886.78,Oui,Auto,Sans Emploi,2.0
C03230,Thibaut Roussel,Auger-la-Forêt,margaud64@example.org,65,M,36996.32,600.0,33.72,17930.33,Non,Consommation,Retraité,5.7
C00691,Luc Torres,Courtois,valleemartine@example.org,63,M,56783.67,687.0,11.31,14759.03,Non,Auto,CDI,3.0
C02754,Rémy Ferrand,Baudry,zmarchal@example.com,74,F,62384.13,562.0,15.42,21392.53,Non,Auto,CDI,1.8
C04864,Julien Delmas,Mendès-sur-Ledoux,patrick86@example.com,68,M,71561.61,689.0,31.52,26389.52,Non,Auto,Freelance,9.8
C00969,Cécile Guillot,Carpentier-les-Bains,paulmorel@example.org,20,F,36749.23,692.0,26.4,9702.44,Non,Business,CDI,5.2
C00633,Victoire Le Ollivier,Tessierboeuf,bmace@example.net,39,M,,544.0,42.91,4362.26,Non,Éducation,Sans Emploi,1.1
C04092,Patrick Jacques,Andredan,gaypatrick@example.net,38,M,35894.26,661.0,47.07,24202.95,Non,Consommation,CDD,17.0
C04077,Victor Lebon,Dumas,alain50@example.com,52,F,49234.28,696.0,21.78,28103.73,Non,Rénovation,Freelance,8.0
C01321,Maurice Lucas de la Pasquier,Bouvier-sur-Mer,bernardclaude@example.com,33,F,47301.29,725.0,19.82,11543.63,Non,Consommation,Retraité,1.1
C01831,Jacques-Rémy Pasquier,Bourgeois,astrid69@example.com,72,F,40245.09,694.0,55.31,25929.44,Non,Auto,CDD,8.0
C02178,Yves Courtois,LegrosVille,xtoussaint@example.com,53,M,56970.98,579.0,24.23,32881.45,Oui,Rénovation,Sans Emploi,2.0
C01417,Stéphane Delorme,Adam,alaindaniel@example.com,42,M,60058.17,685.0,28.23,6277.29,Oui,Rénovation,CDD,5.7
C01782,Grégoire Pasquier,Pascalboeuf,hbarbe@example.com,19,F,56295.06,515.0,43.48,17963.18,Oui,Éducation,CDI,1.8
C04277,Isaac Becker,Bouchet,constanceevrard@example.net,61,M,64449.54,754.0,22.13,13902.54,Non,Consommation,CDI,0.4
C04702,Adrien Lesage,Duhamel,arnaude07@example.org,49,M,,790.0,44.7,551.45,Non,Consommation,Sans Emploi,0.1
C04118,Laure Letellier,Rodriguez,reneeboutin@example.com,29,M,75694.67,758.0,33.38,21468.05,Oui,Achat Maison,CDI,2.2
C01652,Laure Joseph,Roger-sur-Morvan,brunelantoinette@example.net,20,M,49688.3,706.0,44.98,7144.41,Non,Rénovation,Sans Emploi,8.4
C01483,Mathilde Raymond,Saint Maryse-sur-Mer,renediaz@example.net,24,M,63220.24,718.0,10.26,7943.72,Autre,Consommation,CDI,2.5
C02275,Marcel Pages-Didier,Samson,zlesage@example.org,42,M,43072.31,716.0,52.66,10822.17,Oui,Rénovation,CDI,12.3
C00877,Nicole Leroy,Normand,bretondavid@example.com,60,F,37874.67,652.0,34.47,24083.12,Non,Rénovation,Retraité,16.7
C03525,Michel Lemoine,Richard-la-Forêt,martytheodore@example.org,30,F,20923.46,816.0,36.0,15443.91,Oui,Achat Maison,CDI,1.6
C02016,Catherine Meunier,Pons-sur-Allain,coletteseguin@example.com,41,M,,771.0,43.54,22538.25,Oui,Rénovation,Retraité,0.9
C00426,Céline Le Perret,Bonneau-les-Bains,hugueschartier@example.com,67,F,,704.0,19.8,13458.37,Non,Achat Maison,Sans Emploi,0.8
C00626,Dominique Maréchal de Lambert,Sainte Renéenec,alexandria53@example.org,37,M,64515.1,758.0,42.28,13804.21,Non,Rénovation,CDI,4.3
C01589,Christophe Laine,Lopeznec,diane76@example.com,19,M,,,43.2,18551.92,Oui,Auto,Retraité,12.1
C02223,Richard Breton,Renault-sur-Ferreira,clecoq@example.net,42,F,64884.13,431.0,2.81,12669.85,Oui,Rénovation,CDI,5.5
C02217,André Maillard,Durand,xaviermichel@example.com,74,F,56634.62,758.0,9.34,3739.78,Oui,Consommation,Freelance,0.2
C04484,Mathilde Huet,Pelletier,carolinemercier@example.com,44,M,62829.72,480.0,31.64,33677.14,Non,Business,CDI,20.0
C01485,Lucas du Colin,Allardboeuf,audrey23@example.net,67,M,68808.25,625.0,40.57,25375.83,Non,Achat Maison,Sans Emploi,0.7
C01739,Josette du Loiseau,Bonneau,colette79@example.com,29,F,,730.0,12.79,18582.41,Oui,Rénovation,CDD,3.8
C02480,Lucy Bouvier,Sainte JulesBourg,denise03@example.com,55,F,29217.28,620.0,6.41,20902.35,Non,Rénovation,CDD,9.2
C02584,Maurice de Lemaître,Georges,ines31@example.org,37,F,38213.95,850.0,17.78,15264.92,Oui,Éducation,CDI,7.3
C02893,Zoé Collet,Saint Eugènedan,lnguyen@example.org,70,M,,519.0,16.07,14736.18,Autre,Achat Maison,Sans Emploi,3.2
C00149,Pierre Dupré Le Morin,Martin,vrossi@example.com,21,F,45712.1,699.0,16.72,29179.65,Non,Achat Maison,CDI,3.0
C00676,Laetitia Olivier,Gomez,blanchardzoe@example.net,51,F,59207.53,596.0,40.5,21548.67,Non,Business,CDI,0.2
C01261,Anaïs Roussel,Blanchard-les-Bains,bertrandpichon@example.net,70,M,22550.8,682.0,39.19,23307.41,Non,Éducation,Freelance,5.6
C04918,Lucie Goncalves,Roy,cdufour@example.net,66,M,38293.75,819.0,22.15,8067.87,Autre,Rénovation,CDD,3.5
C00012,Julie Bertrand,Simon,richard50@example.org,59,M,46848.36,668.0,49.91,36658.86,Oui,Rénovation,Freelance,16.1
C01833,Bernard Masse,Lemaîtredan,jlecoq@example.org,22,M,56457.61,,7.0,16626.03,Autre,Auto,CDD,1.7
C03248,Patrick Roy,Benard,oceanecohen@example.com,25,F,41251.89,662.0,29.68,11244.75,Non,Auto,CDD,0.3
C01491,Maggie Dias,Humbert-sur-Mer,jeandias@example.com,45,M,41510.88,570.0,15.31,23590.79,Oui,Auto,Retraité,0.4
C02727,Raymond Coste,Da Silva-les-Bains,remy26@example.com,20,M,64077.55,769.0,24.61,17584.54,Non,Éducation,Freelance,4.5
C03686,Guy Sanchez,Saint Aimée,honore85@example.net,24,F,57448.06,619.0,5.06,1767.94,Oui,Achat Maison,CDD,7.0
C01424,Camille Dubois,FischerBourg,leducmichelle@example.net,32,M,64963.73,676.0,17.82,9996.94,Non,Consommation,CDD,1.9
C04606,Lucas Paul,Fouquet-la-Forêt,yperon@example.org,31,F,38121.01,557.0,23.37,2990.53,Oui,Achat Maison,CDI,1.5
C04593,Georges Nguyen,DupréBourg,adelemarie@example.net,59,F,34751.75,599.0,13.06,4908.99,Oui,Éducation,Retraité,6.9
C00731,Daniel Gaudin,Evrard,ymeunier@example.org,41,M,12000.0,735.0,18.72,7305.72,Non,Achat Maison,CDI,1.7
C01231,Maggie Gay,ThibaultBourg,dumontmarguerite@example.net,59,F,43052.49,649.0,8.84,23590.44,Non,Business,CDI,3.5
C01634,Bertrand de la Couturier,Rousseldan,denise40@example.net,41,M,75742.07,596.0,26.98,2553.76,Oui,Auto,Freelance,9.7
C03936,Paulette Alexandre-Petit,Lambert-les-Bains,xmendes@example.net,47,M,,843.0,11.85,16312.65,Non,Éducation,Sans Emploi,7.9
C01210,Arnaude-Sylvie Leclercq,Sainte Bertrand-les-Bains,hebertrobert@example.net,53,F,12000.0,850.0,25.03,20011.51,Oui,Consommation,Sans Emploi,2.2
C03268,Virginie Rossi,Saint NathalieBourg,tmercier@example.com,25,M,82624.98,678.0,6.72,16908.39,Non,Éducation,Freelance,0.2
C01934,Martine Masson-Carre,Martel-sur-Mer,lucassabine@example.net,26,F,12958.82,674.0,29.38,18124.87,Oui,Auto,Freelance,2.8
C00553,Sabine Fontaine de la Mercier,Verdier,thibaut94@example.net,36,F,,599.0,55.69,21953.69,Non,Rénovation,Sans Emploi,4.6
C00491,Inès Hebert,Lamy-les-Bains,edouardmartel@example.com,67,F,29757.17,632.0,12.79,28183.31,Non,Auto,CDI,0.2
C02962,Catherine Bousquet de la Chevalier,Benoit,potiersimone@example.net,73,M,41703.06,632.0,53.32,16319.38,Oui,Consommation,CDD,3.8
C02329,Susanne de la Moreau,Delorme-sur-Mer,abriand@example.net,26,F,23745.9,813.0,28.39,5613.45,Oui,Rénovation,Retraité,20.0
C02195,Christine Coste,Pottier,iblondel@example.org,64,F,37132.03,705.0,13.85,13910.96,Oui,Consommation,CDI,7.5
C03064,Joséphine Chrétien-Fontaine,Sainte Léon,ntanguy@example.net,58,F,39615.6,715.0,41.15,23728.09,Non,Éducation,CDI,14.5
C00657,Augustin Perrot du Bègue,Saint Bertrand,tbigot@example.org,54,M,50183.07,772.0,26.74,1638.63,Non,Rénovation,CDD,1.0
C02374,Margaret Wagner,Bonnet-sur-Moreau,williamnicolas@example.net,57,M,76363.74,612.0,58.57,28696.75,Non,Achat Maison,CDI,6.6
C02225,Brigitte Joubert,Dupont,alexandriejacquet@example.net,53,M,41226.18,721.0,13.68,17263.38,Oui,Consommation,CDI,0.2
C04265,Pénélope Weber,Guilbert,torresvincent@example.org,74,F,27311.37,483.0,35.13,18612.94,Non,Consommation,CDD,9.5
C01170,Anaïs Alves,Guillot-les-Bains,gilbertgilbert@example.org,53,M,77990.67,692.0,54.1,17739.87,Non,Éducation,CDD,21.8
C00132,Renée Barre Le Nguyen,Roux,jhamel@example.com,23,F,40210.71,762.0,36.57,17464.63,Oui,Consommation,Retraité,1.7
C00471,Constance Le Guichard,Gallet,etiennenicolas@example.com,63,F,58636.11,507.0,19.18,15634.11,Non,Achat Maison,CDI,3.2
C03225,Alain Ruiz de la Schmitt,Pruvost,christiane42@example.org,61,F,,687.0,80.51,7977.24,Oui,Éducation,Sans Emploi,8.5
C01405,Manon Lemonnier de la Moreno,David,ferreiraeric@example.net,26,F,30551.33,683.0,46.58,26540.92,Non,Auto,CDD,0.8
C02876,Margaux Richard,Saint Antoinette,alefebvre@example.net,55,M,,761.0,33.02,22491.93,Non,Rénovation,CDI,7.1
C04505,Margaux Robert-Bourdon,Beckerdan,claude33@example.net,39,M,46476.0,750.0,29.59,11517.81,Oui,Business,Freelance,4.3
C04693,Julien François,Saint Marie,zlouis@example.com,67,M,43627.7,500.0,30.13,17710.09,Non,Business,CDD,11.8
C02826,Laure Renaud,Saint Françoiseboeuf,louisgarcia@example.net,38,F,38163.67,617.0,15.59,15599.5,Oui,Business,CDD,0.3
C00287,Frédéric Noël,Launay,wvoisin@example.com,50,M,70326.79,713.0,35.14,24939.38,Non,Achat Maison,CDI,1.9
C01869,Étienne Leblanc,Lesage,theodoremonnier@example.com,62,M,41080.68,590.0,43.61,3182.03,Non,Achat Maison,CDD,15.6
C03114,Élisabeth Vallet de Delannoy,GermainBourg,sbruneau@example.net,38,F,58976.68,716.0,23.87,15678.68,Oui,Rénovation,CDI,2.2
C03625,Célina Dijoux de Hoarau,Alexandre-la-Forêt,denischauvin@example.org,60,M,19997.37,728.0,18.01,13090.67,Oui,Auto,CDI,12.7
C02312,Noël Pruvost,Wagner,vincentadrienne@example.com,47,M,58419.88,627.0,16.63,22473.85,Non,Achat Maison,Freelance,5.7
C04888,Auguste Lemonnier,Bailly-sur-Valette,hugueslefort@example.com,37,M,,680.0,31.22,7059.0,Oui,Consommation,Sans Emploi,2.4
C01618,Gabriel Robin,Normandnec,lecomtelaure@example.org,24,M,49082.09,773.0,28.81,23651.66,Oui,Business,Retraité,19.6
C00994,Gilles Mendès,Torres-sur-Mer,aubrycecile@example.org,48,M,55150.61,738.0,14.17,20201.58,Autre,Achat Maison,CDD,3.1
C01803,Benjamin Noël,Chartier-les-Bains,mdumas@example.net,32,M,53737.46,591.0,18.78,19501.43,Oui,Consommation,Retraité,2.4
C02642,Capucine-Jeanne Ledoux,Brun,zoe60@example.org,29,M,99306.58,729.0,25.95,8888.68,Oui,Achat Maison,CDI,2.6
C04803,Colette Lévy,Hardy-sur-Mer,charlotteguichard@example.net,63,M,68006.85,717.0,16.92,22714.42,Non,Rénovation,CDI,0.7
C03535,Étienne Antoine de la Valentin,Sainte ThéophileVille,apotier@example.com,22,F,39368.91,,46.2,5530.19,Non,Consommation,Freelance,5.4
C04832,Nath Fouquet,Guillou,mblin@example.org,40,M,14160.43,785.0,21.58,8742.35,Autre,Consommation,Retraité,4.3
C03911,Claude Moulin-Weber,Léger-sur-Royer,lucasoceane@example.com,73,F,,717.0,47.85,14400.28,Non,Achat Maison,CDI,10.3
C02107,Victoire de la Maury,LeroyVille,madeleine02@example.com,25,M,50915.4,731.0,24.12,16443.79,Non,Rénovation,CDI,3.4
C03044,Nicolas Delahaye,Martel,honore29@example.com,28,F,21676.45,599.0,18.64,21236.5,Oui,Business,Sans Emploi,0.4
C00416,Antoinette Blanchard,Imbert,timothee76@example.net,73,M,52683.5,765.0,45.07,21510.72,Oui,Business,Freelance,6.3
C00977,Alphonse de Chauvin,Leroux-sur-Mer,lacombeelodie@example.org,50,F,32899.08,584.0,31.1,10142.95,Non,Consommation,CDI,1.1
C02417,Émile-Philippe Teixeira,Arnaud,bblanchet@example.net,32,F,71671.53,737.0,15.93,19954.72,Oui,Éducation,CDD,12.1
C00505,Julien Hubert,Girard,ugomez@example.org,43,F,16141.29,644.0,53.75,20580.8,Oui,Auto,CDI,6.9
C04152,Catherine Chartier,Le Goff,thierryclement@example.org,69,F,46035.03,734.0,24.49,30971.66,Non,Auto,CDI,6.1
C04256,Noël-Henri Lemaître,RibeiroBourg,bernadette95@example.net,-5,F,34471.81,697.0,11.24,17281.2,Oui,Consommation,CDD,1.6
C03941,Jeannine Georges,Laporte,caroline70@example.com,35,F,59293.63,755.0,21.75,1583.96,Non,Achat Maison,CDI,2.5
C00414,Jean Marty de Arnaud,Vasseurdan,chauvetnicole@example.com,19,M,35482.97,729.0,20.89,19217.5,Non,Rénovation,CDI,8.1
C04148,Franck de Masse,Sainte JulieVille,plevy@example.net,67,F,,713.0,55.33,7591.72,Non,Consommation,Sans Emploi,10.1
C01183,Théophile Petit,Bernard-sur-Gomes,alain33@example.org,43,M,81783.06,693.0,20.75,29518.88,Non,Business,CDI,0.0
C00485,Denis Garnier,Legrand,avallee@example.net,31,M,65121.4,717.0,13.32,15042.77,Non,Rénovation,CDI,1.1
C00893,Éléonore Coulon,Collin,zriviere@example.com,73,M,38507.77,641.0,35.55,3506.38,Non,Auto,CDI,1.9
C00805,Hortense Sanchez,Navarro-sur-Rey,hortense37@example.net,62,M,59545.36,666.0,34.45,30528.84,Oui,Rénovation,Sans Emploi,1.5
C00555,Alexandria Texier,DelannoyVille,eregnier@example.net,46,M,74127.65,687.0,61.1,14044.74,Non,Achat Maison,CDI,9.7
C03825,Dominique du Renault,Garcia,gregoire61@example.com,69,M,48380.98,708.0,24.39,24922.55,Oui,Consommation,Freelance,13.3
C01197,Océane Chevallier,Voisin-la-Forêt,gerardboulanger@example.org,73,M,,649.0,6.35,20629.8,Oui,Business,Sans Emploi,5.8
C04254,Constance Germain du Guibert,Riou,anoukmarchand@example.com,37,M,68658.33,601.0,8.67,1116.16,Non,Business,CDI,1.9
C04058,Benoît Chevallier-Rodriguez,Blanchet-la-Forêt,laineemilie@example.org,29,F,51758.12,770.0,6.14,22148.71,Oui,Rénovation,CDI,1.0
C01293,Margaux Lemaire,LombardVille,marchalalice@example.com,18,M,48783.44,,15.19,16294.55,Non,Rénovation,Freelance,6.5
C02221,Thomas de la Salmon,Sainte Henriette,margaudbrunet@example.com,26,M,52892.62,674.0,13.73,12550.18,Non,Consommation,CDI,6.7
C03504,Claudine Chrétien,Saint Alix-la-Forêt,audrey88@example.com,18,M,47826.47,690.0,27.59,139.63,Oui,Éducation,Sans Emploi,3.8
C03654,Marine Mary,Marchal,dleveque@example.org,56,M,,689.0,45.3,16382.8,Non,Rénovation,Sans Emploi,1.5
C04759,Élise Rodriguez,Lamy,joseph84@example.com,57,M,69113.52,768.0,5.93,20018.89,Autre,Achat Maison,CDI,17.5
C03006,Sébastien Tessier,Saint Nicolasboeuf,payetjosette@example.net,52,M,48730.62,677.0,9.16,16207.6,Non,Achat Maison,Freelance,2.8
C02093,Émilie Mallet,Chauvin,lthomas@example.com,29,M,82328.84,755.0,25.47,12626.42,Oui,Auto,CDI,2.8
C02187,Patrick Le Marion,Blanchard,adrien30@example.com,32,M,33017.35,742.0,38.47,28458.57,Oui,Rénovation,CDI,10.2
C03036,Denise Lefèvre,Pottiernec,mguyon@example.com,63,M,22084.69,635.0,45.58,11389.09,Oui,Rénovation,CDI,3.9
C03918,Thomas Perez,Saint RenéVille,obaudry@example.org,21,F,32990.15,580.0,55.74,21518.55,Non,Éducation,CDD,4.9
C01272,Bertrand Payet,Sainte David-sur-Mer,salmonguillaume@example.net,71,F,53888.75,598.0,43.17,9105.98,Oui,Auto,Sans Emploi,3.3
C00290,Pierre Munoz Le Legros,Sainte ThierryBourg,torresetienne@example.com,64,F,40496.31,548.0,57.86,20553.08,Oui,Rénovation,CDI,10.3
C04828,Jules Barthelemy de Jourdan,Bigot,charpentierfrancois@example.org,70,M,68918.86,644.0,7.95,15095.3,Oui,Business,Freelance,3.7
C00252,Robert Sanchez,Renaud-sur-Mer,lbrunel@example.org,28,F,,754.0,4.65,18299.66,Oui,Éducation,CDD,2.2
C03245,Alexandre Dumas-Launay,Leroux-les-Bains,brichard@example.com,64,M,,556.0,29.74,14506.46,Oui,Consommation,Sans Emploi,4.7
C00350,Catherine Parent,De Oliveira,ppoulain@example.com,48,M,74347.12,731.0,24.78,18910.06,Non,Consommation,CDD,2.9
C01187,Madeleine Labbé,Charrier-sur-Morel,martinezmarianne@example.net,52,F,,618.0,47.97,19616.94,Non,Business,Sans Emploi,4.8
C01961,Marcelle Raymond-Vincent,Sainte Margaud,moniquenicolas@example.com,74,M,51753.3,720.0,56.4,4641.72,Non,Auto,CDI,4.0
C00422,Édouard Faivre,Ruiznec,marianne19@example.net,61,M,47143.28,691.0,33.91,20279.09,Non,Achat Maison,CDD,1.7
C00090,Alice-Audrey Humbert,Sainte GrégoireVille,gabriellecosta@example.net,42,F,36630.43,727.0,30.69,2698.81,Non,Rénovation,Freelance,3.8
C03729,Raymond Grondin,Michel,tfouquet@example.com,54,M,45246.81,679.0,44.31,24305.87,Non,Éducation,CDI,16.6
C02236,Alexandre Vallet de Louis,Michelboeuf,zachariemartinez@example.org,32,F,42791.72,619.0,43.02,9449.26,Autre,Éducation,CDI,0.5
C00670,Hortense-Alex Roger,Lacroix-sur-Hardy,luciechauvin@example.net,72,F,18560.95,618.0,22.71,11572.98,Oui,Éducation,Retraité,0.2
C03040,Jacqueline Fontaine,Delattrenec,tpelletier@example.net,40,F,26962.45,684.0,30.72,12177.02,Oui,Rénovation,Freelance,16.3
C00026,Noémi Royer,Brunel-sur-Collin,frederic08@example.com,40,F,18473.23,511.0,10.49,6690.14,Autre,Consommation,CDI,12.5
C00429,Louis Joseph-Lefèvre,Lecoq,henritorres@example.org,58,F,33356.87,850.0,35.63,9966.76,Non,Business,CDD,7.3
C00683,Éric Joly,Rousseau-sur-Guillou,alexandria93@example.net,72,M,,543.0,18.41,26342.73,Oui,Rénovation,Sans Emploi,0.7
C04464,Bertrand Aubert,Hervé-les-Bains,cecile23@example.net,43,M,77943.54,633.0,4.53,7106.56,Oui,Éducation,CDI,13.0
C03945,Dorothée Gérard,Sainte Laurent,sallain@example.com,59,M,45887.87,768.0,3.92,16335.0,Oui,Consommation,CDD,2.6
C03523,Caroline-Claudine Pinto,Lebreton-les-Bains,hortense67@example.org,27,F,45112.27,739.0,36.2,154.4,Oui,Auto,CDD,1.5
C01541,Philippe Perrot,Schmitt-les-Bains,ericribeiro@example.com,31,F,44963.87,573.0,32.51,6710.49,Non,Éducation,Sans Emploi,0.3
